customer_id,member_id,survey_date,nps_score,category,feedback,survey_channel,response_time_hours
805,2517,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
858,7201,,5,detractor,Mobile app crashes constantly on Android.,in_app,
1027,3915,,4,detractor,Admin settings are a nightmare to configure.,,
1138,6506,,8,passive,Gets the job done but competitor X has better reporting.,sms,
241,8121,,8,passive,"Some features feel half-baked, like time tracking.",,
864,8161,,4,detractor,Mobile app crashes constantly on Android.,,
45,3761,,5,detractor,Mobile app crashes constantly on Android.,,
1201,2272,,8,passive,,in_app,60.1
602,1891,,8,passive,"Some features feel half-baked, like time tracking.",email,36.0
555,6833,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
339,4315,,8,passive,Would be better with better export options.,in_app,38.8
585,6036,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
1188,4364,,8,passive,,in_app,
81,441,,8,passive,"OK for basic project management, nothing special.",,56.4
981,4279,,9,promoter,The Gantt charts are exactly what we needed.,email,
655,2779,,6,detractor,Way too expensive for what it offers.,sms,23.9
266,3651,,10,promoter,The Gantt charts are exactly what we needed.,,
375,1041,,7,passive,Would be better with better export options.,,26.6
1099,1332,,9,promoter,Reporting features give us exactly the insights we need.,,
544,420,,3,detractor,Mobile app crashes constantly on Android.,,
725,7278,,6,detractor,Admin settings are a nightmare to configure.,in_app,52.0
426,7920,,9,promoter,"Onboarding was smooth, team was productive within a day.",,16.5
673,4571,,0,detractor,Support takes forever to respond to tickets.,,
743,5214,,7,passive,Solid tool but UI could be more intuitive.,,
618,4241,,6,detractor,The interface is confusing and hard to navigate.,sms,
460,6733,,6,detractor,Mobile app crashes constantly on Android.,,12.0
647,1180,,7,passive,,,37.7
779,3477,,7,passive,Good product but could use more integrations.,,
420,3203,,9,promoter,Support team is incredibly responsive and helpful.,in_app,
506,3873,,8,passive,Good product but could use more integrations.,email,
503,1590,,8,passive,"OK for basic project management, nothing special.",email,
1121,3983,,8,passive,Solid tool but UI could be more intuitive.,sms,
847,3862,,0,detractor,The interface is confusing and hard to navigate.,sms,15.5
1065,6946,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,34.0
1155,898,,7,passive,Works fine but the mobile app needs improvement.,,
127,2310,,9,promoter,The Gantt charts are exactly what we needed.,in_app,
122,2445,,9,promoter,Support team is incredibly responsive and helpful.,email,
865,5816,,10,promoter,"Onboarding was smooth, team was productive within a day.",,
19,1220,,6,detractor,Switched from competitor and regret it honestly.,,
897,6232,,6,detractor,Lost data after an update. Very disappointed.,email,68.8
761,7692,,10,promoter,Reporting features give us exactly the insights we need.,email,9.7
75,4849,,8,passive,,in_app,
637,7788,,9,promoter,The Gantt charts are exactly what we needed.,,
716,478,,5,detractor,Support takes forever to respond to tickets.,,13.0
348,4522,,6,detractor,Lost data after an update. Very disappointed.,,
432,3767,,8,passive,Good product but could use more integrations.,,
973,4995,,6,detractor,The interface is confusing and hard to navigate.,,
465,5669,,1,detractor,Way too expensive for what it offers.,,
343,5203,,0,detractor,Lost data after an update. Very disappointed.,in_app,
506,5568,,2,detractor,Support takes forever to respond to tickets.,sms,
322,4800,,6,detractor,Mobile app crashes constantly on Android.,,
700,5338,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
323,473,,7,passive,"Some features feel half-baked, like time tracking.",sms,
231,4589,,6,detractor,Lost data after an update. Very disappointed.,,
560,5355,,9,promoter,"Mobile app works great, can manage tasks on the go.",,25.5
800,4283,,5,detractor,"Too slow, especially with large projects.",,
171,2008,,9,promoter,The API is well-documented and easy to integrate with.,,22.7
115,5388,,3,detractor,Admin settings are a nightmare to configure.,email,
309,4519,,8,passive,Good product but could use more integrations.,in_app,67.5
440,7815,,0,detractor,Integration with our tools doesn't work properly.,,6.4
478,889,,10,promoter,Custom workflows are a game changer for our process.,email,11.2
249,3158,,9,promoter,Support team is incredibly responsive and helpful.,,33.8
110,4654,,7,passive,,,70.9
1069,4953,,7,passive,,in_app,
1131,5907,,9,promoter,"Mobile app works great, can manage tasks on the go.",,
494,4803,,5,detractor,Mobile app crashes constantly on Android.,in_app,
853,7249,,9,promoter,"Mobile app works great, can manage tasks on the go.",sms,
741,7329,,7,passive,Gets the job done but competitor X has better reporting.,email,15.5
634,6565,,6,detractor,Integration with our tools doesn't work properly.,email,
817,7438,,5,detractor,Way too expensive for what it offers.,sms,22.8
78,3416,,7,passive,Works fine but the mobile app needs improvement.,sms,70.6
748,5995,,8,passive,Would be better with better export options.,,14.6
592,1805,,9,promoter,The Gantt charts are exactly what we needed.,sms,
545,5271,,0,detractor,Admin settings are a nightmare to configure.,sms,
467,549,,8,passive,"OK for basic project management, nothing special.",,
757,2754,,10,promoter,"Onboarding was smooth, team was productive within a day.",sms,14.4
395,761,,6,detractor,Support takes forever to respond to tickets.,in_app,
374,2702,,6,detractor,Mobile app crashes constantly on Android.,,
655,2892,,10,promoter,Reporting features give us exactly the insights we need.,,48.5
191,6629,,10,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
698,1281,,8,passive,Good product but could use more integrations.,in_app,
998,7791,,6,detractor,Lost data after an update. Very disappointed.,,53.8
796,7636,,9,promoter,"Mobile app works great, can manage tasks on the go.",in_app,36.1
901,1776,,6,detractor,The interface is confusing and hard to navigate.,,
41,2633,,8,passive,Gets the job done but competitor X has better reporting.,sms,
1090,2281,,7,passive,,email,
248,2184,,8,passive,Works fine but the mobile app needs improvement.,,
715,5518,,4,detractor,Way too expensive for what it offers.,,44.6
350,7798,,8,passive,"OK for basic project management, nothing special.",sms,
906,8354,,7,passive,"Some features feel half-baked, like time tracking.",,33.7
1028,1033,,8,passive,Solid tool but UI could be more intuitive.,sms,34.5
210,5310,,10,promoter,Support team is incredibly responsive and helpful.,,
1084,4132,,6,detractor,The interface is confusing and hard to navigate.,,
173,428,,8,passive,"OK for basic project management, nothing special.",in_app,
881,7812,,8,passive,Gets the job done but competitor X has better reporting.,,
813,951,,6,detractor,Support takes forever to respond to tickets.,in_app,
967,4216,,9,promoter,Best project management tool we've used. Highly recommend.,,
555,4617,,8,passive,Solid tool but UI could be more intuitive.,sms,9.4
634,4058,,9,promoter,The Gantt charts are exactly what we needed.,,
239,6911,,7,passive,Gets the job done but competitor X has better reporting.,,
94,7057,,7,passive,Would be better with better export options.,,
32,6350,,7,passive,Good product but could use more integrations.,sms,
117,6995,,6,detractor,"Too slow, especially with large projects.",,
687,2080,,9,promoter,"Mobile app works great, can manage tasks on the go.",,29.2
802,1882,,9,promoter,Support team is incredibly responsive and helpful.,email,
429,4880,,6,detractor,Mobile app crashes constantly on Android.,,21.1
230,609,,9,promoter,"Mobile app works great, can manage tasks on the go.",,
692,287,,8,passive,,in_app,24.5
445,1206,,10,promoter,Custom workflows are a game changer for our process.,,70.0
705,6182,,5,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,
1139,5179,,7,passive,,,
733,2987,,6,detractor,Admin settings are a nightmare to configure.,,58.2
1133,4684,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
405,493,,2,detractor,Way too expensive for what it offers.,,
216,3390,,6,detractor,The interface is confusing and hard to navigate.,,
153,686,,8,passive,"Some features feel half-baked, like time tracking.",in_app,
815,7125,,7,passive,"Some features feel half-baked, like time tracking.",,
98,1278,,8,passive,,,
1077,8266,,8,passive,Would be better with better export options.,in_app,61.8
507,3604,,2,detractor,Mobile app crashes constantly on Android.,email,61.7
730,5108,,0,detractor,Bugs everywhere. Feels like we're beta testing.,email,
179,4340,,8,passive,"OK for basic project management, nothing special.",email,7.3
1127,5166,,6,detractor,Support takes forever to respond to tickets.,email,
330,7727,,9,promoter,Reporting features give us exactly the insights we need.,,
295,4467,,10,promoter,"Onboarding was smooth, team was productive within a day.",sms,29.1
605,2699,,4,detractor,Support takes forever to respond to tickets.,email,38.6
1082,6276,,5,detractor,The interface is confusing and hard to navigate.,,1.3
6,1794,,5,detractor,"Too slow, especially with large projects.",sms,
269,4257,,3,detractor,Mobile app crashes constantly on Android.,sms,
37,5543,,8,passive,Works fine but the mobile app needs improvement.,,
483,903,,7,passive,,in_app,
485,5215,,2,detractor,"Too slow, especially with large projects.",in_app,
475,2713,,7,passive,,,
793,127,,9,promoter,Support team is incredibly responsive and helpful.,,
517,7853,,6,detractor,Mobile app crashes constantly on Android.,in_app,2.3
702,511,,0,detractor,"Too slow, especially with large projects.",email,44.5
880,5479,,10,promoter,Support team is incredibly responsive and helpful.,sms,60.5
769,2219,,2,detractor,Mobile app crashes constantly on Android.,email,52.4
772,7069,,5,detractor,Support takes forever to respond to tickets.,,
776,4929,,6,detractor,"Too slow, especially with large projects.",email,
682,6937,,3,detractor,Mobile app crashes constantly on Android.,,
715,4973,,9,promoter,"Onboarding was smooth, team was productive within a day.",,64.0
822,8351,,8,passive,,,
638,2642,,8,passive,Would be better with better export options.,,
963,2236,,10,promoter,The API is well-documented and easy to integrate with.,,
1189,1628,,9,promoter,Reporting features give us exactly the insights we need.,,
298,7166,,7,passive,Gets the job done but competitor X has better reporting.,,
1055,5450,,6,detractor,Switched from competitor and regret it honestly.,in_app,
512,5385,,10,promoter,The API is well-documented and easy to integrate with.,in_app,
169,35,,2,detractor,Switched from competitor and regret it honestly.,email,
1111,6519,,4,detractor,Support takes forever to respond to tickets.,,
116,82,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,35.7
855,6520,,9,promoter,Reporting features give us exactly the insights we need.,in_app,40.9
182,3007,,8,passive,Works fine but the mobile app needs improvement.,,
55,3602,,6,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,
1075,82,,10,promoter,Custom workflows are a game changer for our process.,,
585,4358,,8,passive,Gets the job done but competitor X has better reporting.,email,
565,3295,,2,detractor,Lost data after an update. Very disappointed.,sms,16.2
898,201,,8,passive,Would be better with better export options.,,
1130,6623,,9,promoter,Support team is incredibly responsive and helpful.,email,
514,3367,,8,passive,Would be better with better export options.,sms,
1130,4763,,8,passive,,in_app,
478,3924,,5,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,
995,6270,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
1135,7554,,1,detractor,Bugs everywhere. Feels like we're beta testing.,,52.5
725,4647,,7,passive,Gets the job done but competitor X has better reporting.,in_app,71.1
268,7811,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
1142,3538,,10,promoter,Support team is incredibly responsive and helpful.,sms,
248,7755,,2,detractor,Support takes forever to respond to tickets.,sms,22.5
1169,5846,,8,passive,Would be better with better export options.,sms,52.7
1080,7075,,6,detractor,Support takes forever to respond to tickets.,,27.8
1095,1353,,8,passive,Works fine but the mobile app needs improvement.,,
707,8,,9,promoter,The API is well-documented and easy to integrate with.,,
